brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,energy_kwh_per_km,frontal_area_m2,drag_coefficient,drag_power_kw,drag_energy_kwh_per_km,drag_loss_percent,mass_kg,roll_force_n,rolling_resistance_kwh_per_km,rolling_resistance_loss_percent,predicted_range_km,predicted_range_adjusted_km,km_per_kwh
Volkswagen,ID.3 GTX Performance,200,79.0,Lithium-ion,545.0,131,465,5.6,135.0,CCS,0.0,385.0,5,RWD,C - Medium,4322,1809,1538,hatchback,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance,0.131,2.3649056999999996,0.3,6.7898659746093735,0.2715946389843749,207.32415189646937,1400.0,164.80800000000002,0.04578000000000001,34.94656488549619,603.0534351145038,176.1919455992091,7.633587786259541
Volkswagen,ID.3 Pro,160,59.0,Lithium-ion,310.0,136,365,7.6,110.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,hatchback,https://ev-database.org/car/2213/Volkswagen-ID3-Pro,0.136,2.4048846,0.3,6.904649144531249,0.27618596578125,203.077916015625,1400.0,164.80800000000002,0.04578000000000001,33.661764705882355,433.8235294117647,128.83053416284145,7.352941176470588
Volkswagen,ID.3 Pro S,160,77.0,Lithium-ion,310.0,138,465,7.1,120.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,hatchback,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S,0.138,2.4048846,0.3,6.904649144531249,0.27618596578125,200.1347578125,1400.0,164.80800000000002,0.04578000000000001,33.173913043478265,557.9710144927536,167.4036901169761,7.246376811594202
Volkswagen,ID.3 Pure,160,52.0,Lithium-ion,310.0,134,325,8.2,90.0,CCS,0.0,385.0,5,RWD,C - Medium,4264,1809,1564,hatchback,https://ev-database.org/car/2214/Volkswagen-ID3-Pure,0.134,2.4048846,0.3,6.904649144531249,0.27618596578125,206.10892968749997,1400.0,164.80800000000002,0.04578000000000001,34.16417910447762,388.0597014925373,114.04359952809952,7.462686567164178
Volkswagen,ID.4 GTX,180,77.0,Lithium-ion,679.0,152,420,5.4,120.0,CCS,1200.0,543.0,5,AWD,JC - Medium,4584,1852,1631,suv,https://ev-database.org/car/2030/Volkswagen-ID4-GTX,0.152,2.5675201999999997,0.35,8.600189732421873,0.3440075892968749,226.32078243215457,2000.0,235.44,0.0654,43.026315789473685,506.57894736842104,137.15525309594994,6.578947368421053
Volkswagen,ID.4 Pro,180,77.0,Lithium-ion,545.0,149,445,6.7,120.0,CCS,1000.0,543.0,5,RWD,JC - Medium,4584,1852,1631,suv,https://ev-database.org/car/2028/Volkswagen-ID4-Pro,0.149,2.5675201999999997,0.35,8.600189732421873,0.3440075892968749,230.87757670931205,2000.0,235.44,0.0654,43.892617449664435,516.7785234899329,137.89210869600714,6.7114093959731544
Volkswagen,ID.4 Pro 4MOTION,180,77.0,Lithium-ion,679.0,155,435,6.6,120.0,CCS,1200.0,543.0,5,AWD,JC - Medium,4584,1852,1631,suv,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION,0.155,2.5675201999999997,0.35,8.600189732421873,0.3440075892968749,221.9403801915322,2000.0,235.44,0.0654,42.193548387096776,496.7741935483871,136.42623072436837,6.451612903225807
Volkswagen,ID.4 Pure,160,52.0,Lithium-ion,310.0,143,285,9.0,87.0,CCS,1000.0,543.0,5,RWD,JC - Medium,4584,1852,1640,suv,https://ev-database.org/car/2027/Volkswagen-ID4-Pure,0.143,2.5816879999999998,0.35,8.647646328125,0.34590585312499994,241.89220498251746,2000.0,235.44,0.0654,45.73426573426574,363.6363636363637,93.81102455772486,6.993006993006993
Volkswagen,ID.5 GTX,180,77.0,Lithium-ion,679.0,144,430,5.5,120.0,CCS,1200.0,549.0,5,AWD,JC - Medium,4599,1852,1615,suv,https://ev-database.org/car/2033/Volkswagen-ID5-GTX,0.144,2.5423329999999997,0.35,8.515822451171875,0.340632898046875,236.55062364366324,2000.0,235.44,0.0654,45.41666666666667,534.7222222222223,139.99162645256519,6.944444444444445
Volkswagen,ID.5 Pro,180,77.0,Lithium-ion,545.0,138,460,6.7,120.0,CCS,1000.0,549.0,5,RWD,JC - Medium,4599,1852,1615,suv,https://ev-database.org/car/2031/Volkswagen-ID5-Pro,0.138,2.5423329999999997,0.35,8.515822451171875,0.340632898046875,246.8354333673007,2000.0,235.44,0.0654,47.391304347826086,557.9710144927536,141.53555837604054,7.246376811594202
Volkswagen,ID.5 Pure,160,52.0,Lithium-ion,310.0,142,320,8.9,87.0,CCS,1000.0,549.0,5,RWD,JC - Medium,4599,1852,1615,suv,https://ev-database.org/car/3080/Volkswagen-ID5-Pure,0.142,2.5423329999999997,0.35,8.515822451171875,0.340632898046875,239.8823225682219,2000.0,235.44,0.0654,46.05633802816902,366.1971830985916,94.8848147352502,7.042253521126761
Volkswagen,ID.7 GTX,180,86.0,Lithium-ion,560.0,145,500,5.4,145.0,CCS,1200.0,532.0,5,AWD,E - Executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/2216/Volkswagen-ID7-GTX,0.145,2.4310271999999995,,,,,,,,,593.1034482758621,,6.8965517241379315
Volkswagen,ID.7 Pro,180,77.0,Lithium-ion,550.0,132,475,6.5,125.0,CCS,1000.0,532.0,5,RWD,E - Executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/1839/Volkswagen-ID7-Pro,0.132,2.4310271999999995,,,,,,,,,583.3333333333333,,7.575757575757575
Volkswagen,ID.7 Pro S,180,86.0,Lithium-ion,550.0,133,525,6.6,145.0,CCS,1000.0,532.0,5,RWD,E - Executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S,0.133,2.4310271999999995,,,,,,,,,646.6165413533835,,7.518796992481203
Volkswagen,ID.7 Tourer GTX,180,86.0,Lithium-ion,560.0,147,500,5.5,145.0,CCS,1200.0,605.0,5,AWD,E - Executive,4961,1862,1536,station/estate,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX,0.147,2.4310271999999995,,,,,,,,,585.0340136054422,,6.802721088435375
Volkswagen,ID.7 Tourer Pro,180,77.0,Lithium-ion,550.0,146,470,6.6,125.0,CCS,1000.0,605.0,5,RWD,E - Executive,4961,1862,1536,station/estate,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro,0.146,2.4310271999999995,,,,,,,,,527.3972602739726,,6.849315068493151
Volkswagen,ID.7 Tourer Pro S,180,86.0,Lithium-ion,550.0,125,520,6.7,145.0,CCS,1000.0,605.0,5,RWD,E - Executive,4961,1862,1536,station/estate,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S,0.125,2.4310271999999995,,,,,,,,,688.0,,8.0
Volvo,EC40 Single Motor (MY26),180,67.0,Lithium-ion,420.0,151,360,7.3,110.0,CCS,1500.0,404.0,5,RWD,JC - Medium,4440,1873,1596,suv,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor,0.151,2.5409117999999995,0.35,8.511061986328125,0.340442479453125,225.4585956643212,2000.0,235.44,0.0654,43.3112582781457,443.7086092715232,120.32128020441381,6.622516556291391
Volvo,EC40 Single Motor ER (MY26),180,79.0,Lithium-ion,420.0,146,420,7.3,125.0,CCS,1500.0,404.0,5,RWD,JC - Medium,4440,1873,1596,suv,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER,0.146,2.5409117999999995,0.35,8.511061986328125,0.340442479453125,233.17978044734588,2000.0,235.44,0.0654,44.79452054794521,541.095890410959,143.15679372542843,6.849315068493151
Volvo,EC40 Twin Motor (MY26),180,79.0,Lithium-ion,670.0,155,400,4.8,125.0,CCS,1800.0,404.0,5,AWD,JC - Medium,4440,1873,1596,suv,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor,0.155,2.5409117999999995,0.35,8.511061986328125,0.340442479453125,219.64030932459679,2000.0,235.44,0.0654,42.193548387096776,509.6774193548387,140.85951562911666,6.451612903225807
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,670.0,155,400,4.6,125.0,CCS,1800.0,404.0,5,AWD,JC - Medium,4440,1873,1596,suv,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance,0.155,2.5409117999999995,0.35,8.511061986328125,0.340442479453125,219.64030932459679,2000.0,235.44,0.0654,42.193548387096776,509.6774193548387,140.85951562911666,6.451612903225807
Volvo,ES90 Single Motor (MY26),180,88.0,Lithium-ion,480.0,135,485,6.9,190.0,CCS,1600.0,446.0,5,RWD,F - Luxury,5000,1942,1546,liftback sedan,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor,0.135,2.5519821999999994,,,,,,,,,651.8518518518518,,7.4074074074074066
Volvo,ES90 Twin Motor (MY26),180,102.0,Lithium-ion,670.0,146,530,5.5,225.0,CCS,2000.0,446.0,5,AWD,F - Luxury,5000,1942,1546,liftback sedan,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor,0.146,2.5519821999999994,,,,,,,,,698.6301369863014,,6.849315068493151
Volvo,ES90 Twin Motor Performance (MY26),180,102.0,Lithium-ion,870.0,146,530,4.0,225.0,CCS,2000.0,446.0,5,AWD,F - Luxury,5000,1942,1546,liftback sedan,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance,0.146,2.5519821999999994,,,,,,,,,698.6301369863014,,6.849315068493151
Volvo,EX30 Cross Country (MY26),180,65.0,Lithium-ion,543.0,152,330,3.7,114.0,CCS,1600.0,318.0,5,AWD,JB - Compact,4233,1837,1573,suv,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country,0.152,2.45616085,0.35,8.22717940966797,0.3290871763867188,216.50472130705185,2000.0,235.44,0.0654,43.026315789473685,427.63157894736844,118.94149178352006,6.578947368421053
Volvo,EX30 Single Motor (MY24-26),180,49.0,Lithium-ion,343.0,147,275,5.7,80.0,CCS,1000.0,318.0,5,RWD,JB - Compact,4233,1837,1549,suv,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor,0.147,2.41868605,0.35,8.101653468261718,0.32406613873046874,220.45315559895835,2000.0,235.44,0.0654,44.48979591836735,333.33333333333337,91.3384768625976,6.802721088435375
Volvo,EX30 Single Motor ER (MY24-26),180,65.0,Lithium-ion,343.0,138,365,5.3,113.0,CCS,1600.0,318.0,5,RWD,JB - Compact,4233,1837,1549,suv,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER,0.138,2.41868605,0.35,8.101653468261718,0.32406613873046874,234.83053531193386,2000.0,235.44,0.0654,47.391304347826086,471.01449275362313,123.23065923519786,7.246376811594202
Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,Lithium-ion,543.0,145,340,3.6,113.0,CCS,1600.0,318.0,5,AWD,JB - Compact,4233,1837,1549,suv,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance,0.145,2.41868605,0.35,8.101653468261718,0.32406613873046874,223.49388877963366,2000.0,235.44,0.0654,45.10344827586207,448.2758620689655,121.61668493049191,6.8965517241379315
Volvo,EX40 Single Motor (MY26),180,67.0,Lithium-ion,420.0,154,345,7.3,110.0,CCS,1500.0,410.0,5,RWD,JC - Medium,4440,1863,1652,suv,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor,0.154,2.6160246,0.35,8.762660525390626,0.350506421015625,227.6015720880682,2000.0,235.44,0.0654,42.46753246753247,435.06493506493507,117.56316042307421,6.4935064935064934
Volvo,EX40 Single Motor ER (MY26),180,79.0,Lithium-ion,420.0,152,400,7.3,125.0,CCS,1500.0,410.0,5,RWD,JC - Medium,4440,1863,1652,suv,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER,0.152,2.6160246,0.35,8.762660525390626,0.350506421015625,230.5963296155428,2000.0,235.44,0.0654,43.026315789473685,519.7368421052631,139.10742523164117,6.578947368421053
Volvo,EX40 Twin Motor (MY26),180,79.0,Lithium-ion,670.0,163,385,4.8,125.0,CCS,1800.0,410.0,5,AWD,JC - Medium,4440,1863,1652,suv,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor,0.163,2.6160246,0.35,8.762660525390626,0.350506421015625,215.03461412001533,2000.0,235.44,0.0654,40.122699386503065,484.66257668711654,136.46419720376144,6.134969325153374
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,670.0,163,385,4.6,125.0,CCS,1800.0,410.0,5,AWD,JC - Medium,4440,1863,1652,suv,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance,0.163,2.6160246,0.35,8.762660525390626,0.350506421015625,215.03461412001533,2000.0,235.44,0.0654,40.122699386503065,484.66257668711654,136.46419720376144,6.134969325153374
Volvo,EX90 Single Motor (MY24-26),180,100.0,Lithium-ion,490.0,182,460,8.4,140.0,CCS,1200.0,310.0,7,RWD,JF - Luxury,5037,1964,1744,suv,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor,0.182,2.9114336,0.35,9.75216528125,0.39008661125000005,214.33330288461542,2000.0,235.44,0.0654,35.934065934065934,549.4505494505495,156.8660395924511,5.4945054945054945
Volvo,EX90 Twin Motor (MY24-26),180,107.0,Lithium-ion,770.0,188,470,5.9,150.0,CCS,2200.0,310.0,7,AWD,JF - Luxury,5037,1964,1744,suv,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor,0.188,2.9114336,0.35,9.75216528125,0.39008661125000005,207.4928783244681,2000.0,235.44,0.0654,34.78723404255319,569.1489361702128,166.28162595667368,5.319148936170213
Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,Lithium-ion,910.0,188,455,4.9,150.0,CCS,2200.0,310.0,7,AWD,JF - Luxury,5037,1964,1744,suv,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance,0.188,2.9114336,0.35,9.75216528125,0.39008661125000005,207.4928783244681,2000.0,235.44,0.0654,34.78723404255319,569.1489361702128,166.28162595667368,5.319148936170213
Voyah,Free 106 kWh,200,100.0,Lithium-ion,720.0,200,480,4.4,80.0,CCS,2000.0,550.0,5,AWD,JE - Executive,4905,1950,1645,suv,https://ev-database.org/car/2049/Voyah-Free-106-kWh,0.2,2.7265875,0.35,9.133003051757813,0.3653201220703125,182.66006103515625,2000.0,235.44,0.0654,32.699999999999996,500.0,158.54892923307116,5.0
XPENG,G6 AWD Performance,200,87.5,Lithium-ion,660.0,159,475,4.1,180.0,CCS,1500.0,571.0,5,AWD,JD - Large,4753,1920,1650,suv,https://ev-database.org/car/2183/XPENG-G6-AWD-Performance,0.159,2.6928,0.35,9.019828125,0.360793125,226.91391509433961,2000.0,235.44,0.0654,41.132075471698116,550.3144654088051,149.52328771805034,6.289308176100628
XPENG,G6 RWD Long Range,200,87.5,Lithium-ion,440.0,154,480,6.7,180.0,CCS,1500.0,571.0,5,RWD,JD - Large,4753,1920,1650,suv,https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range,0.154,2.6928,0.35,9.019828125,0.360793125,234.28125,2000.0,235.44,0.0654,42.46753246753247,568.1818181818182,150.81185251893498,6.4935064935064934
XPENG,G6 RWD Standard Range,200,66.0,Lithium-ion,440.0,152,370,6.9,140.0,CCS,1500.0,571.0,5,RWD,JD - Large,4753,1920,1650,suv,https://ev-database.org/car/2181/XPENG-G6-RWD-Standard-Range,0.152,2.6928,0.35,9.019828125,0.360793125,237.36389802631578,2000.0,235.44,0.0654,43.026315789473685,434.2105263157895,114.14871112485123,6.578947368421053
XPENG,G9 AWD Performance,200,93.1,Lithium-ion,717.0,179,465,3.9,224.0,CCS,1500.0,660.0,5,AWD,JE - Executive,4891,1937,1670,suv,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance,0.179,2.7495715,0.35,9.209990473632814,0.3683996189453126,205.80984298620817,2000.0,235.44,0.0654,36.53631284916201,520.1117318435754,151.92568193863127,5.58659217877095
XPENG,G9 RWD Long Range,200,93.1,Lithium-ion,430.0,163,480,6.4,224.0,CCS,1500.0,660.0,5,RWD,JE - Executive,4891,1937,1670,suv,https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range,0.163,2.7495715,0.35,9.209990473632814,0.3683996189453126,226.01203616276842,2000.0,235.44,0.0654,40.122699386503065,571.165644171779,155.99875912208174,6.134969325153374
XPENG,G9 RWD Standard Range,200,75.8,Lithium-ion,430.0,165,395,6.4,170.0,CCS,1500.0,660.0,5,RWD,JE - Executive,4891,1937,1680,suv,https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range,0.165,2.7660359999999997,0.35,9.2651401171875,0.3706056046875,224.6094573863636,2000.0,235.44,0.0654,39.63636363636363,459.3939393939394,126.12195195652644,6.0606060606060606
XPENG,P7 AWD Performance,200,82.7,Lithium-ion,757.0,164,460,4.1,138.0,CCS,0.0,440.0,5,AWD,E - Executive,4888,1896,1450,sedan,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance,0.164,2.33682,0.28,6.261947343750001,0.25047789375000007,152.73042301829273,1600.0,188.352,0.05232,31.90243902439024,504.2682926829268,177.1644669080086,6.097560975609756
XPENG,P7 RWD Long Range,200,82.7,Lithium-ion,440.0,144,495,6.7,138.0,CCS,0.0,440.0,5,RWD,E - Executive,4888,1896,1450,sedan,https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range,0.144,2.33682,0.28,6.261947343750001,0.25047789375000007,173.9429817708334,1600.0,188.352,0.05232,36.333333333333336,574.3055555555557,185.09487434216445,6.944444444444445
XPENG,P7 Wing Edition,200,82.7,Lithium-ion,757.0,164,455,4.1,138.0,CCS,0.0,440.0,5,AWD,E - Executive,4888,1896,1450,sedan,https://ev-database.org/car/1823/XPENG-P7-Wing-Edition,0.164,2.33682,0.28,6.261947343750001,0.25047789375000007,152.73042301829273,1600.0,188.352,0.05232,31.90243902439024,504.2682926829268,177.1644669080086,6.097560975609756
Zeekr,001 Long Range RWD,200,94.0,Lithium-ion,343.0,152,505,7.2,135.0,CCS,1500.0,539.0,5,RWD,E - Executive,4955,1999,1560,liftback sedan,https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD,0.152,2.650674,,,,,,,,,618.421052631579,,6.578947368421053
Zeekr,001 Performance AWD,200,94.0,Lithium-ion,686.0,159,480,3.8,135.0,CCS,2000.0,539.0,5,AWD,E - Executive,4955,1999,1560,liftback sedan,https://ev-database.org/car/1934/Zeekr-001-Performance-AWD,0.159,2.650674,,,,,,,,,591.1949685534591,,6.289308176100628
Zeekr,001 Privilege AWD,200,94.0,Lithium-ion,686.0,162,480,3.8,135.0,CCS,2000.0,539.0,5,AWD,E - Executive,4955,1999,1548,liftback sedan,https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD,0.162,2.6302841999999997,,,,,,,,,580.2469135802469,,6.172839506172839
Zeekr,7X Long Range RWD,210,94.0,Lithium-ion,440.0,153,475,6.0,260.0,CCS,2000.0,539.0,5,RWD,JD - Large,4787,1930,1650,suv,https://ev-database.org/car/3082/Zeekr-7X-Long-Range-RWD,0.153,2.706825,0.35,9.066806396484376,0.362672255859375,237.04069010416666,2000.0,235.44,0.0654,42.745098039215684,614.3790849673203,161.7698987554981,6.5359477124183005
Zeekr,7X Performance AWD,210,94.0,Lithium-ion,710.0,173,450,3.8,260.0,CCS,2000.0,539.0,5,AWD,JD - Large,4787,1930,1650,suv,https://ev-database.org/car/3083/Zeekr-7X-Performance-AWD,0.173,2.706825,0.35,9.066806396484376,0.362672255859375,209.6371421152457,2000.0,235.44,0.0654,37.80346820809249,543.3526011560695,156.38718820186563,5.780346820809249
Zeekr,7X Premium RWD,210,71.0,Lithium-ion,440.0,148,365,6.0,240.0,CCS,2000.0,539.0,5,RWD,JD - Large,4787,1930,1650,suv,https://ev-database.org/car/3081/Zeekr-7X-Premium-RWD,0.148,2.706825,0.35,9.066806396484376,0.362672255859375,245.04882152660477,2000.0,235.44,0.0654,44.18918918918919,479.72972972972974,123.24842808838862,6.756756756756757
Zeekr,X Core RWD (MY25),190,49.0,Lithium-ion,343.0,148,265,5.9,70.0,CCS,1600.0,362.0,5,RWD,JB - Compact,4432,1836,1566,suv,https://ev-database.org/car/3197/Zeekr-X-Core-RWD,0.148,2.4438996,0.35,8.186109011718749,0.32744436046875,221.24618950591218,2000.0,235.44,0.0654,44.18918918918919,331.0810810810811,90.59907726047413,6.756756756756757
Zeekr,X Long Range RWD (MY25),190,65.0,Lithium-ion,343.0,146,360,5.6,114.0,CCS,1600.0,362.0,5,RWD,JB - Compact,4432,1836,1566,suv,https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD,0.146,2.4438996,0.35,8.186109011718749,0.32744436046875,224.27695922517123,2000.0,235.44,0.0654,44.79452054794521,445.2054794520548,120.62852424298434,6.849315068493151
Zeekr,X Privilege AWD (MY25),190,65.0,Lithium-ion,543.0,153,350,3.8,114.0,CCS,1600.0,362.0,5,AWD,JB - Compact,4432,1836,1566,suv,https://ev-database.org/car/3199/Zeekr-X-Privilege-AWD,0.153,2.4438996,0.35,8.186109011718749,0.32744436046875,214.015921875,2000.0,235.44,0.0654,42.745098039215684,424.83660130718954,119.08156373399282,6.5359477124183005
firefly,Unknown,150,41.2,Lithium-ion,200.0,125,250,8.1,65.0,CCS,0.0,404.0,5,RWD,B - Compact,4003,1885,1557,hatchback,https://ev-database.org/car/3178/firefly-firefly,0.125,2.4947032499999997,0.3,7.162526909179686,0.2865010763671874,229.20086109374992,1400.0,164.80800000000002,0.04578000000000001,36.62400000000001,329.6,90.09775853247258,8.0
